Id,SalePrice
1461,120776.32849771093
1462,153470.82191091473
1463,181174.97355775972
1464,194988.6216815779
1465,198408.71227010383
1466,172344.6017494711
1467,176521.60138007364
1468,160763.21089870523
1469,195368.51771047647
1470,120640.71337388465
1471,190365.83759011969
1472,97657.4955309221
1473,95795.20953143362
1474,146896.60068248064
1475,113224.03314036499
1476,363793.00856099813
1477,249038.0558691402
1478,295527.5620301984
1479,299600.4892786639
1480,471435.5231511643
1481,325000.53957505117
1482,212465.3276915528
1483,177839.90653156684
1484,163186.13824701463
1485,191067.02105131253
1486,194300.65598184665
1487,340325.8061776373
1488,236467.6329889843
1489,194763.91587155973
1490,231704.7915814064
1491,195682.24719911537
1492,92436.78151746129
1493,188797.33758095364
1494,299178.96082380833
1495,293539.0160848398
1496,236247.92874533279
1497,179459.2205901125
1498,167538.6693648685
1499,163562.09278001732
1500,155718.11214880896
1501,173088.33325748163
1502,145609.28557573352
1503,291195.18157297437
1504,242599.81240716286
1505,226622.11252870792
1506,188172.15529920234
1507,246853.11417121507
1508,202484.35488660692
1509,163688.6761113124
1510,143896.34941464453
1511,148790.48466695944
1512,175299.61443283453
1513,152626.29306601125
1514,155001.3047766466
1515,195907.4419297999
1516,158998.35046889886
1517,168180.15415517043
1518,132509.80920843262
1519,208625.3719413575
1520,128084.68431609006
1521,131006.84787049764
1522,177091.40240798943
1523,110682.78352231189
1524,125051.14145448369
1525,120005.30919840153
1526,114769.49591617369
1527,108123.14178326608
1528,137769.33321508375
1529,149696.95700031525
1530,184645.73871481436
1531,104345.83624043576
1532,98803.90172981763
1533,144265.47135118127
1534,126804.76670495234
1535,147372.28015471273
1536,107164.94670449317
1537,64349.505869438035
1538,149533.37050764493
1539,193490.6819334614
1540,95085.79937199564
1541,138542.00326505868
1542,140328.08616092277
1543,192495.20420696953
1544,84465.74989283728
1545,115253.83829274903
1546,135725.33446548868
1547,128877.09071630049
1548,139707.6508521377
1549,121529.5289908975
1550,135669.4834997955
1551,110725.58170293417
1552,134328.16154745492
1553,146757.2508854141
1554,116239.87812993342
1555,159424.9907480747
1556,84262.5220880615
1557,104754.835475888
1558,99794.4632240769
1559,64237.487424264815
1560,136418.27652520203
1561,130436.65729712842
1562,129258.46357048863
1563,118925.31383556408
1564,155164.52518221943
1565,151331.8563675767
1566,238302.5826107268
1567,76702.57300826625
1568,232714.9600580865
1569,128458.33463743646
1570,138801.18030127735
1571,123558.56976738242
1572,142053.09997336747
1573,238753.62448200592
1574,119166.98551481846
1575,227659.65633508054
1576,245252.39021762725
1577,182621.98407744517
1578,151244.21483064705
1579,142572.829744503
1580,197728.6344268352
1581,151025.29457344502
1582,125436.07624331168
1583,294841.72768390167
1584,217285.06916232826
1585,136584.70566807527
1586,67272.01012912704
1587,105446.04417666457
1588,149745.0209883358
1589,96358.4280455279
1590,133763.7000618659
1591,91978.76289777344
1592,116532.21120398554
1593,128320.39597853927
1594,123494.3910235477
1595,106982.9732900462
1596,220030.6406331791
1597,193027.9041185653
1598,227312.83350506352
1599,174052.15610770122
1600,163738.92478499486
1601,69199.8653787837
1602,117713.71059392022
1603,71753.07313730882
1604,259550.44706575654
1605,242266.43980466458
1606,168550.92390115204
1607,175185.21914837795
1608,215336.31194660746
1609,186049.2875615953
1610,150386.0691084309
1611,137816.6229091611
1612,170158.29985689645
1613,161907.66758354477
1614,129082.74522817183
1615,92995.15355760187
1616,77307.87846475429
1617,95118.88829939417
1618,124317.43461530126
1619,138778.77821902462
1620,151573.4726226475
1621,137390.85169167374
1622,142595.34360336926
1623,261731.64168239862
1624,210632.3728637173
1625,121275.57399223291
1626,170917.45637346213
1627,190918.0889206559
1628,280115.3955251369
1629,183784.1487031316
1630,341667.1697507537
1631,227873.70081498023
1632,244475.9230262005
1633,174050.27731596614
1634,184792.26896855957
1635,176492.56944735663
1636,153567.47905367715
1637,202038.68583185197
1638,179418.32313141576
1639,190668.3216367998
1640,251777.9658830247
1641,184733.17431017334
1642,238269.23632518042
1643,216036.12217428756
1644,233992.9523126241
1645,194642.4061529516
1646,157386.59274682272
1647,163361.8964063035
1648,129920.30123152338
1649,138613.3043263137
1650,112602.3887105224
1651,119510.97328581815
1652,98356.44013326221
1653,99642.9704067444
1654,145507.39659988246
1655,138541.63946108436
1656,140603.49995401976
1657,148175.7337863636
1658,142014.92509203963
1659,120308.41247263334
1660,155534.73458567087
1661,417540.8744422872
1662,413072.4278182216
1663,379016.87735639256
1664,401720.25720692176
1665,307546.70865540527
1666,327837.9518798101
1667,375952.2390734504
1668,346376.4093884775
1669,313201.25600340904
1670,356321.4699817302
1671,258333.23067526633
1672,421748.6635450605
1673,287664.402981439
1674,241826.90212923853
1675,191629.10445382664
1676,190068.5045351404
1677,215771.9216130643
1678,432774.0945663196
1679,387239.2233335185
1680,326282.8790196731
1681,249860.067438396
1682,321846.08746523614
1683,180709.21980455238
1684,175894.11168501724
1685,176765.431507686
1686,167894.49813127966
1687,173299.56262088887
1688,189386.15994982873
1689,196766.7191431382
1690,198802.35128144012
1691,185647.66653889467
1692,271147.5858023007
1693,167977.96593513392
1694,183850.1115025648
1695,169432.75327770354
1696,271316.414069436
1697,174177.9282327281
1698,352033.3838920102
1699,308141.9940811825
1700,250054.00143881465
1701,274487.8648256054
1702,236965.3163481779
1703,242673.65125733105
1704,275465.1385954537
1705,239461.58765051994
1706,343516.5157875862
1707,212562.8713632325
1708,199570.0983267219
1709,271729.1184974945
1710,219157.00667506567
1711,273667.3715315808
1712,256805.36203845293
1713,277837.69331392704
1714,222634.64810327598
1715,207912.59998884262
1716,182325.70366783958
1717,177956.26012621808
1718,136495.71354690037
1719,208443.0281964006
1720,241004.72291271226
1721,164461.41289312716
1722,125907.27011402763
1723,154294.54270726553
1724,202791.71011165067
1725,234415.8661926735
1726,182945.65914339083
1727,150294.94732732282
1728,176518.60781776943
1729,167724.9856527071
1730,157406.30322591672
1731,120138.45126401378
1732,126342.2892734733
1733,115749.54005650796
1734,120246.0889678768
1735,125376.02562850672
1736,108839.37740910944
1737,292937.8883118653
1738,246507.60729742452
1739,243825.57222861194
1740,205990.7718072116
1741,185513.01487314352
1742,171614.32244626238
1743,178595.66302123165
1744,312515.1773902873
1745,218051.86170429675
1746,186396.17298540354
1747,215225.66027126077
1748,214583.05749798214
1749,144027.1102930704
1750,124968.72190610747
1751,247389.17062743928
1752,117303.26388678631
1753,150411.39910401878
1754,196710.8420691894
1755,163098.29765467416
1756,124075.91778168979
1757,120367.81808048673
1758,145523.3848611695
1759,161697.53002130342
1760,164713.51810444702
1761,143757.17543804916
1762,176949.39006373286
1763,186103.39344059036
1764,114007.20775732714
1765,166906.34737906355
1766,187117.3717292058
1767,218887.87551137287
1768,140836.81240787148
1769,176528.75476211484
1770,152787.94752979674
1771,124975.09947031901
1772,130295.76002241757
1773,126392.9535464953
1774,140278.90909705893
1775,140906.21255094398
1776,129403.76641844369
1777,108844.36725455575
1778,137706.3326569256
1779,116919.74313049253
1780,178433.0745695443
1781,126863.65002777231
1782,87416.0860696444
1783,140970.42428088092
1784,105276.72494620354
1785,122585.10629875415
1786,145308.40929904277
1787,165307.7047875867
1788,59816.00963778541
1789,99086.95114629524
1790,78293.71486888092
1791,178382.89446748665
1792,158231.40541092926
1793,128633.5836398505
1794,153901.45584683947
1795,132605.80105169793
1796,130794.53896535131
1797,113707.11635742387
1798,121252.23919633827
1799,110193.71189884609
1800,133175.3647984918
1801,125608.37471030385
1802,144889.66650494412
1803,149671.98087823193
1804,136785.42605425368
1805,136110.04590949812
1806,123952.0466696518
1807,135087.95457933148
1808,125970.43300522036
1809,122513.44402644876
