,Id,SalePrice,SalePrice2,EdwardsSchool,FellowsSchool,MeekerSchool,MitchellSchool,SawyerSchool,NorthwoodSchool,MiddleSchool,HighSchool
0,1461,105000,99.0,6.85178012105696,1.32567431189305,1.4006794608211801,7.135226231193269,5.198125935861039,0.320683690710059,6.1293119929938795,1.9419032372736698
1,1462,172000,99.0,6.8521890069822895,1.3085693973563401,1.3535246811693897,7.090138326204361,5.21012579216759,0.274501101840645,6.1225093177664105,1.9339451570873898
2,1463,189900,99.0,6.34641007241332,2.2028265530779,3.00380733715296,8.44517097669762,4.35409136234691,2.0565486735184,5.91552903415177,2.32800150703611
3,1464,195500,99.0,6.3362194506023,2.19039890554826,2.9936103409775496,8.43255176570046,4.34540606281085,2.04837456974692,5.903954619015219,2.31468962747546
4,1465,191500,99.0,6.596845101960911,2.04771392243281,2.7181856134144997,8.279411864681599,4.65756792875036,1.71482535139293,6.10255773745991,2.29661530881024
5,1466,175900,99.0,6.239384068089781,1.8908180991452301,2.69584578806792,8.13480090341685,4.29936214394889,1.7720579490228399,5.7569156494314,2.04570121535302
6,1467,185000,99.0,6.2037367390661,1.75041104966478,2.55401279125162,7.99503703871986,4.29065632260131,1.64171860812329,5.6967685547933105,1.92488094844614
7,1468,180400,99.0,6.12147001047337,1.9174130334475,2.7707797033333796,8.15351578292651,4.16788120880962,1.87670160607952,5.6565013531894195,2.02217565383465
8,1469,171500,99.0,6.26425012653891,1.69653384353596,2.4657269485802997,7.94031379485845,4.36821202933036,1.53812371834845,5.73972760886728,1.90937891902324
9,1470,126000,99.0,6.40707295165482,1.17904769458392,1.7334434725305603,7.3322136047983495,4.66831100111717,0.785947429266383,5.754162426993211,1.63462323329359
10,1471,184000,99.0,6.718356194409491,1.42297583888237,1.78921877483734,7.47480133630407,4.968935890738151,0.7376451674521141,6.06334953034258,1.9280196141891202
11,1472,96000,99.0,6.284425577254571,1.0052814810705402,1.6092844222945,7.1707789856461,4.57870477347879,0.7387260142279699,5.61303928121451,1.4736753467564299
12,1473,105500,99.0,6.2568392516202405,0.9873626756144871,1.6118209766726002,7.1614883793568005,4.5516604558027405,0.756367618984662,5.58603539037533,1.4486664530153102
13,1474,149900,99.0,6.2899178286958595,0.8927296102085172,1.43959109816776,7.015375801029191,4.62639444478146,0.607988579724935,5.590849557491679,1.4211619028863098
14,1475,120000,99.0,6.28705677558268,0.891833887471301,1.4417698933622,7.0161856810811996,4.6231224258644,0.6114380196124761,5.5883466211705,1.4190297297914902
15,1476,376162,99.0,5.85121792466974,3.0085478549413502,3.9983426803993396,9.09326952209312,3.72679402484497,3.16341346038402,5.6372378746016505,2.8718261435624903
16,1477,290941,99.0,5.760620091750469,2.9026902990553998,3.90463293516318,8.974809257518562,3.6439754440427,3.0869424307149,5.531881853660869,2.7547364586899303
17,1478,275000,99.0,5.69449280303619,2.89433309631114,3.9077214850843,8.94749534144256,3.5771112891669907,3.1036312832955404,5.46941990783929,2.73085978010266
18,1479,259000,99.0,5.739890395519481,2.8415803430662994,3.8450230697752703,8.915298552259461,3.62903906069279,3.0314255930384704,5.49976268214564,2.69463028908593
19,1480,500000,99.0,5.37208755260036,2.90851927024563,3.97246915315697,8.84857190866795,3.2476304070606,3.2367814462529703,5.17357840703173,2.6663401259575297
20,1481,320000,99.0,5.2718133649519405,2.72902819270924,3.80469584000247,8.654286369756731,3.16577832367696,3.09568505859842,5.03879197400657,2.47431131961816
21,1482,205000,99.0,5.60844896564258,2.4664772445459398,3.4835794854675197,8.54509889516207,3.5416395609823503,2.70334179465716,5.2978124665140305,2.32195247321556
22,1483,199500,99.0,6.17979607592903,2.5170827867799903,3.4025081826625003,8.726150753516071,4.12593306981889,2.49501155529735,5.8313056275437,2.53250795222264
23,1484,160000,99.0,6.36498693328728,2.46702838394266,3.2922484883132594,8.70171144273017,4.32932767846667,2.3463548172155897,5.98620146207978,2.5469794308561804
24,1485,184500,99.0,6.147753933778679,2.45920435356596,3.3489712593422203,8.6675145557171,4.1008505807669104,2.44746213969332,5.79057882752836,2.47425512059354
25,1486,185088,99.0,6.20106989290872,2.36511273267793,3.23148039760527,8.58747003266201,4.171660326577279,2.3176166070744397,5.81914297650821,2.41224572272931
26,1487,355000,99.0,5.0109508000536,2.3211828437977595,3.43170412432999,8.17958645798293,2.96776682048805,2.8120685021409,4.693373328052151,2.0158066374573402
27,1488,221500,99.0,5.48995646685846,1.6443448709193103,2.68252919547093,7.76478381249597,3.57501511312621,1.9919010034342,5.01256974519095,1.54692267315215
28,1489,204500,99.0,4.9921716141673205,2.07387857643419,3.1911274431406897,7.9442433029025805,2.9990633550352697,2.60311953303346,4.61671188342352,1.76762165811883
29,1490,271500,99.0,5.36140466824036,1.5151894209848702,2.58690631233873,7.597237973449889,3.48014772518592,1.95986110194849,4.860180408737389,1.3749856823983602
30,1491,181000,99.0,2.36638836371051,5.38102653995719,6.497977892838731,9.11885924574523,1.29422223993324,6.309811142205289,3.06502608468688,4.72853037342976
31,1492,67500,99.0,2.3491048851045697,4.2902912550825,5.39847355544121,8.22222850802957,0.292823052088054,5.2483782138862,2.59537189873773,3.6305638233847897
32,1493,169000,99.0,2.9521446407705496,2.8508589197110097,3.91337083695246,6.97105535003063,1.3597503364995802,3.89312763150819,2.51169566517452,2.1672682308507
33,1494,362500,99.0,4.459999554964849,2.01457633665921,3.17355697595473,7.5535633783174,2.5388681581249704,2.77249832733756,4.04721583861331,1.5369779621244197
34,1495,285000,99.0,4.31704151034407,2.07363690429342,3.2339316220046004,7.503728764905831,2.4050362212193197,2.87248956739934,3.9071033174605296,1.5589777812371
35,1496,260000,99.0,4.71439051651855,1.72991010236395,2.88346873068052,7.443099096740481,2.83926026801024,2.4526709676709197,4.24440182522889,1.3145107251492198
